customer_id,age,country,subscription_plan,tenure_months,monthly_fee,total_spend,avg_logins_per_week,support_tickets,payment_delays,last_login_days,churn,recency_score,frequency_score,monetary_score,engagement_score,usage_decline,estimated_clv
f22f4ffb-ca27-44fd-9c4d-2382a0ad3781,32,Canada,Enterprise,46,120,5520,5,3,0,51,0,0.019230769230769232,3.6,5520,16.299999999999997,0,5520.0
33d88d05-a67f-42f1-a915-d7a41b24e980,19,India,Basic,16,20,320,2,1,2,57,0,0.017241379310344827,1.4,320,5.3999999999999995,0,320.0
98c77cc7-bfd6-4d16-9dea-78029d81e913,39,India,Pro,38,50,1900,5,2,1,55,0,0.017857142857142856,3.4,1900,13.700000000000001,1,1900.0
790fe48c-698e-40ae-a9b0-2d3509aff562,52,UK,Pro,36,50,1800,3,4,2,28,0,0.034482758620689655,2.5999999999999996,1800,11.899999999999999,1,1800.0
d8d4ed6e-6849-4f6d-a06e-3bb2e15af524,22,USA,Enterprise,28,120,3360,7,0,1,45,0,0.021739130434782608,4.2,3360,11.700000000000001,1,3360.0
54c63cc5-b7e0-4ba5-8f37-a6722fb92d8d,48,India,Enterprise,17,120,2040,3,5,2,51,0,0.019230769230769232,2.8,2040,6.199999999999999,0,2040.0
f5dc5f10-7c80-4b0d-976c-c543a7a09aeb,29,Germany,Enterprise,28,120,3360,3,3,1,8,0,0.1111111111111111,2.4,3360,9.700000000000001,0,3360.0
4652b0d4-583e-4cda-be45-8a6d67e4f5f6,19,UK,Pro,36,50,1800,5,0,2,45,0,0.021739130434782608,3.0,1800,12.899999999999999,0,1800.0
e36cca2a-6ce1-4995-8f54-9a5dc02c861f,20,India,Basic,40,20,800,5,2,2,32,0,0.030303030303030304,3.4,800,14.1,0,800.0
4e3d657b-8d38-4782-97a8-83e5832c737c,42,India,Enterprise,14,120,1680,5,3,2,22,0,0.043478260869565216,3.6,1680,6.3,0,1680.0
7f614837-f659-40bb-a87a-90a4d55410a8,33,Germany,Pro,39,50,1950,6,1,2,3,0,0.25,3.8,1950,14.299999999999999,0,1950.0
9a2234d6-e3c6-4628-a3a1-d97361aab7ae,63,UK,Pro,47,50,2350,5,6,0,6,0,0.14285714285714285,4.2,2350,16.6,0,2350.0
9a7f5f70-1b50-4ea5-bb6a-06f67801fa91,55,UK,Pro,12,50,600,1,3,1,52,1,0.018867924528301886,1.2000000000000002,600,3.8999999999999995,1,300.0
4e69b1ae-3991-4314-af8b-f70741f3ef27,20,UK,Pro,6,50,300,5,0,1,18,0,0.05263157894736842,3.0,300,4.1,0,300.0
5aff5465-9391-4ad8-9837-205433ebda18,18,UK,Pro,44,50,2200,3,3,0,46,1,0.02127659574468085,2.4,2200,14.7,0,1100.0
d0a675c6-a745-4050-ab60-45250559f90e,42,UK,Basic,18,20,360,6,1,2,57,0,0.017241379310344827,3.8,360,7.999999999999998,0,360.0
136e0595-7f3a-4670-946c-a48afb6cf948,23,Germany,Basic,8,20,160,8,3,0,8,0,0.1111111111111111,5.4,160,6.4,0,160.0
5bb3df64-b712-40e5-9a9a-a405af816847,40,Germany,Basic,45,20,900,7,2,0,18,0,0.05263157894736842,4.6000000000000005,900,17.0,0,900.0
901d3784-efdb-4225-83d1-2a761e3867f4,22,Canada,Pro,42,50,2100,7,0,2,56,1,0.017543859649122806,4.2,2100,15.700000000000001,0,1050.0
8377e0b1-3c1b-4205-8fdf-47a7f7cdfe9f,45,USA,Enterprise,27,120,3240,5,2,1,35,1,0.027777777777777776,3.4,3240,10.4,1,1620.0
ff1de167-7516-4ccf-b276-c03060decccb,23,USA,Basic,43,20,860,5,0,0,17,0,0.05555555555555555,3.0,860,15.4,1,860.0
b6bfe89d-628f-4724-9f47-446450282706,25,UK,Enterprise,27,120,3240,6,4,0,15,0,0.0625,4.3999999999999995,3240,11.1,1,3240.0
5e35afde-05bd-461d-ac20-f6f3783674b4,59,USA,Basic,28,20,560,3,4,1,49,0,0.02,2.5999999999999996,560,9.700000000000001,1,560.0
5f9ef7c1-4887-4923-96c4-2a28aa217f5b,63,Canada,Enterprise,4,120,480,5,0,0,5,0,0.16666666666666666,3.0,480,3.7,0,480.0
87ce9b9f-4bc8-4c67-bce9-cb95b05878ce,49,Canada,Enterprise,38,120,4560,9,6,1,16,0,0.058823529411764705,6.6,4560,15.700000000000001,1,4560.0
998d60f6-1eac-40c0-aa49-275d42a6da86,19,India,Basic,26,20,520,3,0,0,34,0,0.02857142857142857,1.7999999999999998,520,9.3,0,520.0
c1fa69c7-9df6-4d36-b647-bc6c6eff1795,18,India,Enterprise,10,120,1200,4,2,3,46,1,0.02127659574468085,2.8,1200,4.4,0,600.0
e1e1c9fa-78ce-4f11-a1bb-bcf54f6e9237,41,Canada,Basic,1,20,20,3,4,0,18,0,0.05263157894736842,2.5999999999999996,20,1.8,0,20.0
1f686f59-693f-4f46-83e5-11b1d4096340,38,Germany,Basic,29,20,580,4,3,4,53,1,0.018518518518518517,3.0,580,9.899999999999999,0,290.0
e4f328e3-9388-4ec5-bcb8-a7c9e17ad743,21,India,Pro,42,50,2100,9,2,1,24,0,0.04,5.8,2100,16.900000000000002,0,2100.0
fa68d984-6db6-47b0-9bb6-fdd1c10a0db1,25,UK,Basic,28,20,560,6,1,1,24,0,0.04,3.8,560,11.200000000000001,0,560.0
23940705-d61b-47a8-9e3e-6f0265627d3f,64,India,Pro,28,50,1400,1,2,0,30,0,0.03225806451612903,1.0,1400,8.9,1,1400.0
2de47468-c247-4497-85e7-253d0f55817c,59,Germany,Pro,14,50,700,8,3,0,25,0,0.038461538461538464,5.4,700,8.2,0,700.0
46118214-50b7-4fa1-9447-ac4ef592ee2e,66,India,Pro,6,50,300,4,3,1,56,0,0.017543859649122806,3.0,300,3.5999999999999996,0,300.0
97aae41d-79c1-4638-955c-6ff71d7d9925,51,Canada,Pro,31,50,1550,3,0,0,14,0,0.06666666666666667,1.7999999999999998,1550,10.799999999999999,0,1550.0
38a47ae8-a9a1-4258-a7cf-bc00647d3b45,42,USA,Basic,39,20,780,1,0,0,3,0,0.25,0.6,780,12.2,0,780.0
d39654d2-2e1a-46af-873e-d1e8d0f48731,66,Germany,Basic,31,20,620,0,3,3,17,1,0.05555555555555555,0.6000000000000001,620,8.7,1,310.0
caf6fe7f-6c45-4c26-b3bb-c200f944f18c,59,Germany,Pro,44,50,2200,8,2,1,46,0,0.02127659574468085,5.2,2200,17.0,0,2200.0
15be0c39-b662-4409-b472-e490c0654fdd,66,UK,Pro,38,50,1900,9,3,1,33,1,0.029411764705882353,6.0,1900,15.700000000000001,1,950.0
ca8e4346-0686-403c-b8fb-02c9c54134cb,55,Canada,Basic,9,20,180,6,4,1,42,1,0.023255813953488372,4.3999999999999995,180,5.499999999999999,1,90.0
9c5618d6-0627-43c5-8af6-32cc0a0081ee,23,UK,Basic,29,20,580,6,3,1,43,0,0.022727272727272728,4.199999999999999,580,11.5,0,580.0
1eb1681d-49b2-4a3d-a9df-2749e59e11e2,59,Canada,Pro,11,50,550,5,1,2,28,0,0.034482758620689655,3.2,550,5.3999999999999995,0,550.0
c45bace1-3c71-4f6a-9c1c-65beeeafe2fd,31,UK,Basic,3,20,60,2,1,0,23,1,0.041666666666666664,1.4,60,1.9,1,30.0
e648d504-8196-41ea-893e-d4eaa4b95457,66,India,Enterprise,12,120,1440,6,1,0,52,0,0.018867924528301886,3.8,1440,6.6,1,1440.0
a3cf6b95-ef2a-4892-906e-60f0266c782c,19,USA,Enterprise,4,120,480,5,0,1,55,1,0.017857142857142856,3.0,480,3.5,1,240.0
a3e75196-dd18-44ea-8bb1-95654c0240be,58,Canada,Basic,31,20,620,7,6,3,53,1,0.018518518518518517,5.4,620,12.2,1,310.0
d3b4966b-6d32-4690-861d-f43735bc4e57,63,Germany,Basic,31,20,620,6,1,2,47,0,0.020833333333333332,3.8,620,11.899999999999999,0,620.0
abbca65f-ef0e-4fe5-9c6a-a3fc57a4be4c,25,Canada,Enterprise,28,120,3360,8,1,0,33,0,0.029411764705882353,5.0,3360,12.4,0,3360.0
0ac9a17f-9eb0-4beb-a6cd-d5e844fbebb1,29,Germany,Basic,34,20,680,7,1,1,50,0,0.0196078431372549,4.4,680,13.5,0,680.0
1b02a9bc-1762-4272-96ef-8ffb379bd0f0,19,Canada,Pro,39,50,1950,2,6,0,51,1,0.019230769230769232,2.4000000000000004,1950,12.7,1,975.0
94f16fcd-1764-473c-b0fa-2cbc5056e0b1,19,USA,Basic,42,20,840,3,3,1,39,0,0.025,2.4,840,13.9,0,840.0
17efd593-98da-482c-a7e3-0b154a698e43,68,Germany,Basic,26,20,520,3,2,2,57,0,0.017241379310344827,2.1999999999999997,520,8.9,0,520.0
0b7c178b-796d-4582-9df6-77ceec05bc44,19,Canada,Enterprise,45,120,5400,2,0,0,43,0,0.022727272727272728,1.2,5400,14.5,0,5400.0
93d787b2-7ff0-4ff5-b726-bc0bf37b9799,28,USA,Basic,8,20,160,9,1,1,46,0,0.02127659574468085,5.6,160,6.7,0,160.0
99a08087-1ecd-4d3f-9a77-4d59159b9ffd,24,Canada,Basic,32,20,640,3,1,0,1,0,0.5,1.9999999999999998,640,11.1,0,640.0
d2ccc994-0a0d-40a3-8a4b-0a999b075958,30,Germany,Enterprise,7,120,840,5,3,3,43,0,0.022727272727272728,3.6,840,3.9999999999999996,1,840.0
0e33b8c0-5ff8-43e6-8f85-3fe21619c84d,67,USA,Enterprise,17,120,2040,8,3,0,33,0,0.029411764705882353,5.4,2040,9.1,0,2040.0
04006c64-9147-48ca-a910-38348151c830,58,UK,Basic,18,20,360,3,2,2,16,0,0.058823529411764705,2.1999999999999997,360,6.499999999999999,1,360.0
88c77485-e4b2-4b83-ae4e-98fc47eefefc,69,UK,Basic,34,20,680,5,0,0,28,0,0.034482758620689655,3.0,680,12.7,0,680.0
06c2c50f-104d-43fb-8dba-c9f2f797cb06,29,Germany,Enterprise,29,120,3480,5,1,1,52,0,0.018867924528301886,3.2,3480,11.0,0,3480.0
e43f531a-6e81-4246-a27e-c4cff5aa5a6b,19,UK,Basic,38,20,760,5,2,1,47,0,0.020833333333333332,3.4,760,13.700000000000001,1,760.0
d1915644-3279-43c9-a281-cb6845e4b202,28,Canada,Pro,31,50,1550,0,1,0,22,0,0.043478260869565216,0.2,1550,9.299999999999999,1,1550.0
b1545333-f1e6-4536-ae50-fd63bcdaa7ec,44,India,Basic,43,20,860,9,0,1,6,0,0.14285714285714285,5.3999999999999995,860,17.2,0,860.0
7df0f863-48cc-4e6a-9229-77745929d6f8,32,India,Basic,7,20,140,3,1,2,3,0,0.25,1.9999999999999998,140,3.2,1,140.0
a31e6332-1710-4e23-8f73-bba4b3469644,62,India,Pro,24,50,1200,4,0,1,59,0,0.016666666666666666,2.4,1200,9.0,0,1200.0
05ad51d4-7096-4ad3-ba76-00790ec1346b,54,UK,Pro,15,50,750,4,2,1,30,0,0.03225806451612903,2.8,750,6.3,0,750.0
ec0b4026-f171-40cb-a2ed-6b8d9b7c37a6,63,Germany,Enterprise,8,120,960,3,2,1,7,0,0.125,2.1999999999999997,960,3.6999999999999997,0,960.0
16556857-0b56-472b-bc38-22daab6845d7,62,USA,Basic,14,20,280,7,3,1,21,0,0.045454545454545456,4.800000000000001,280,7.5,0,280.0
027160a4-eb8f-4265-bd62-f51d5c58cda2,31,Canada,Basic,31,20,620,8,1,0,14,0,0.06666666666666667,5.0,620,13.299999999999999,0,620.0
ab6594aa-d968-4838-9564-4ce42b2f855f,47,Germany,Basic,47,20,940,5,2,0,14,0,0.06666666666666667,3.4,940,16.6,0,940.0
04874346-4af7-4e54-a7e7-3d03b9e4ea38,47,Germany,Enterprise,12,120,1440,2,1,1,27,1,0.03571428571428571,1.4,1440,4.3999999999999995,0,720.0
b3cf7304-bbe0-4059-8865-d2881fac934f,54,India,Enterprise,46,120,5520,4,2,1,38,0,0.02564102564102564,2.8,5520,15.6,0,5520.0
54dfb1fa-e8ea-441d-a1a8-defb69385c96,50,India,Pro,17,50,850,5,0,1,58,0,0.01694915254237288,3.0,850,7.3999999999999995,0,850.0
2dc44535-3858-4368-880b-2977bb93935e,31,Canada,Enterprise,16,120,1920,6,0,0,56,0,0.017543859649122806,3.5999999999999996,1920,7.8,1,1920.0
18e835e7-e536-4623-bc12-286bb135ad8c,41,USA,Basic,16,20,320,4,3,1,37,0,0.02631578947368421,3.0,320,6.6,0,320.0
e55e81b6-02fb-4352-8e4e-730696241e1e,50,India,Pro,40,50,2000,3,1,2,36,0,0.02702702702702703,1.9999999999999998,2000,13.1,0,2000.0
c82777b4-c72a-4039-9d11-eb088682bf01,32,USA,Enterprise,43,120,5160,0,2,4,53,1,0.018518518518518517,0.4,5160,12.1,1,2580.0
569d5e27-4d3b-424f-8677-58440bcf3be5,67,India,Basic,3,20,60,6,1,2,35,0,0.027777777777777776,3.8,60,3.5,0,60.0
75c5bb25-fba2-4834-a661-bfaa2c91fa04,49,India,Basic,14,20,280,2,0,0,24,1,0.04,1.2,280,5.2,0,140.0
b36817d8-b0c5-4ecb-a045-3c694c197587,44,India,Pro,1,50,50,5,1,1,48,1,0.02040816326530612,3.2,50,2.5999999999999996,0,25.0
8e34fccd-28a4-4984-bfc7-7bee61cc924b,32,UK,Enterprise,28,120,3360,5,1,0,19,0,0.05,3.2,3360,10.9,0,3360.0
1745c679-ff30-46f5-ad82-aa2181bd93db,67,Germany,Pro,37,50,1850,8,0,0,32,0,0.030303030303030304,4.8,1850,15.1,1,1850.0
8919f37b-31c6-4fb5-a016-daaecd4dcb29,36,Canada,Enterprise,33,120,3960,5,1,1,38,0,0.02564102564102564,3.2,3960,12.200000000000001,1,3960.0
1b43830a-e967-4401-bdff-c8e881c729bd,42,Canada,Enterprise,40,120,4800,5,2,1,59,0,0.016666666666666666,3.4,4800,14.3,0,4800.0
24e59572-cd97-443c-ae72-682131d17665,39,India,Basic,38,20,760,3,0,0,36,0,0.02702702702702703,1.7999999999999998,760,12.9,1,760.0
614dadd4-15b4-47fa-a537-1430147e1984,41,Canada,Pro,19,50,950,9,3,0,37,0,0.02631578947368421,6.0,950,10.2,1,950.0
fe092186-da2d-46af-9bd3-a81eea41a1b9,40,USA,Basic,14,20,280,6,0,2,40,0,0.024390243902439025,3.5999999999999996,280,6.8,0,280.0
c93ecc97-98f6-416e-857d-1250ff6305dc,28,UK,Enterprise,21,120,2520,5,1,0,32,0,0.030303030303030304,3.2,2520,8.8,1,2520.0
e77421f5-d0e1-4bfe-93da-e395c1510ed9,58,Canada,Basic,26,20,520,7,0,0,8,0,0.1111111111111111,4.2,520,11.3,0,520.0
6b0715d6-1d5a-4f1c-bd25-bd286d44a91e,32,USA,Basic,7,20,140,7,1,3,39,0,0.025,4.4,140,5.0,1,140.0
3c6aebb3-410e-4eab-a021-7772498dc2d9,37,Canada,Enterprise,20,120,2400,6,2,0,4,0,0.2,3.9999999999999996,2400,9.0,1,2400.0
f0940a36-646e-4ad3-9da2-7debd1a70a11,34,UK,Enterprise,1,120,120,3,3,0,36,0,0.02702702702702703,2.4,120,1.8,0,120.0
edb9c5c3-d361-485e-b2eb-bfa186aa1f4d,63,USA,Enterprise,32,120,3840,5,1,0,35,0,0.027777777777777776,3.2,3840,12.1,0,3840.0
f9c6421f-db1d-403e-8834-805b45c923d0,61,USA,Pro,35,50,1750,1,2,1,44,1,0.022222222222222223,1.0,1750,10.8,0,875.0
7d2cc155-0ade-4232-9aa0-5796e2b4bb66,67,India,Basic,16,20,320,1,4,1,52,1,0.018867924528301886,1.4,320,5.1,0,160.0
d542565f-04cc-479e-8674-762cc96a70d8,25,India,Enterprise,44,120,5280,2,0,1,53,0,0.018518518518518517,1.2,5280,14.0,1,5280.0
05aef28a-1292-4eae-a84d-0513ec6aa427,20,India,Basic,38,20,760,6,1,0,28,0,0.034482758620689655,3.8,760,14.4,1,760.0
e3af9db8-0248-4471-8ac3-c12e9b036781,61,UK,Enterprise,9,120,1080,3,0,1,58,1,0.01694915254237288,1.7999999999999998,1080,3.999999999999999,0,540.0
77a7b210-c365-40ce-afcd-3c59a0222487,40,UK,Basic,22,20,440,5,0,0,26,0,0.037037037037037035,3.0,440,9.1,0,440.0
cdf2de8a-d0d7-406a-909c-3f151b93fc8f,35,UK,Enterprise,46,120,5520,2,5,0,12,0,0.07692307692307693,2.2,5520,14.799999999999999,0,5520.0
36b90e6a-4b40-4467-98b1-d6559665a3df,49,Canada,Enterprise,31,120,3720,6,5,0,16,0,0.058823529411764705,4.6,3720,12.299999999999999,0,3720.0
87433665-7b61-4e80-9380-7fab4a276d4b,66,India,Pro,31,50,1550,2,2,1,14,0,0.06666666666666667,1.6,1550,10.1,0,1550.0
fb6608c4-7c9b-451c-968a-5671a986927b,51,Canada,Basic,16,20,320,5,3,1,47,1,0.020833333333333332,3.6,320,7.1,0,160.0
7a50d2f3-b3fc-4baa-8f86-f0fdd4b54ce7,60,India,Pro,13,50,650,3,2,0,30,0,0.03225806451612903,2.1999999999999997,650,5.4,1,650.0
3d5a5afb-ca2c-4ec8-9327-22496ddd254d,24,UK,Pro,39,50,1950,4,2,2,30,0,0.03225806451612903,2.8,1950,13.299999999999999,0,1950.0
91d382d1-25be-4bed-b69b-767d8a87273f,42,UK,Pro,23,50,1150,3,0,0,37,0,0.02631578947368421,1.7999999999999998,1150,8.399999999999999,0,1150.0
2fa6a6c9-fc6b-4829-90ed-1ec3c2bc283a,30,USA,Enterprise,36,120,4320,5,2,2,24,0,0.04,3.4,4320,12.899999999999999,1,4320.0
49c740a2-9e64-4703-a7b0-fff09a65aa74,46,Canada,Basic,13,20,260,5,1,0,51,0,0.019230769230769232,3.2,260,6.4,0,260.0
d9bb1271-a464-4aa6-a571-18516475724b,65,India,Basic,21,20,420,5,2,1,19,0,0.05,3.4,420,8.600000000000001,1,420.0
d9a80c21-7660-4425-9020-4988fb589ce1,60,USA,Enterprise,12,120,1440,2,3,0,19,0,0.05,1.8,1440,4.6,1,1440.0
40dbb99b-abf0-4c09-9475-c62a837969df,52,UK,Pro,26,50,1300,10,1,0,9,0,0.1,6.2,1300,12.8,0,1300.0
5110f8da-63a2-4829-a632-89652d353be3,62,UK,Enterprise,14,120,1680,5,2,2,17,0,0.05555555555555555,3.4,1680,6.3,0,1680.0
7761f5eb-03cf-44ca-b6dc-43bcb82e102c,51,Canada,Enterprise,39,120,4680,8,5,1,37,0,0.02631578947368421,5.8,4680,15.5,0,4680.0
d2afe469-3a88-47d9-9d2d-255cba75ed7e,56,India,Enterprise,19,120,2280,5,2,0,21,0,0.045454545454545456,3.4,2280,8.2,0,2280.0
598534f2-12ec-408a-a6c8-492f99f1fa8f,39,USA,Enterprise,28,120,3360,4,2,0,58,0,0.01694915254237288,2.8,3360,10.4,0,3360.0
c704621c-6247-4e15-8178-783ffaf6f425,24,USA,Basic,12,20,240,5,5,0,28,0,0.034482758620689655,4.0,240,6.1,0,240.0
d15d4bea-5f21-4a7f-8d47-0e6e94f53fd1,18,Germany,Enterprise,1,120,120,6,1,3,4,1,0.2,3.8,120,2.6999999999999997,0,60.0
909478c6-ebd6-4124-8402-19c001a932ac,51,India,Pro,36,50,1800,4,2,0,21,0,0.045454545454545456,2.8,1800,12.799999999999999,0,1800.0
7c4e51de-c289-467a-83f5-7c0e2b161ce5,55,India,Basic,22,20,440,3,4,4,27,1,0.03571428571428571,2.5999999999999996,440,7.3,0,220.0
556fe0bb-14ec-416f-aa1c-036c49faca79,69,Germany,Enterprise,44,120,5280,5,2,0,1,0,0.5,3.4,5280,15.7,1,5280.0
7f33cbc2-6606-4d0c-8ade-0aeb64b6fc3a,56,India,Basic,36,20,720,8,2,0,59,1,0.016666666666666666,5.2,720,14.799999999999999,0,360.0
debacdd9-57ee-4246-8566-b9f0c8596480,33,Germany,Enterprise,17,120,2040,2,3,0,43,1,0.022727272727272728,1.8,2040,6.1,0,1020.0
f61d050e-846a-4e61-ad53-ef4451756ae6,39,India,Pro,11,50,550,7,2,1,52,0,0.018867924528301886,4.6000000000000005,550,6.6,0,550.0
9467b17a-7323-44a6-9110-7f3d4e40ea52,26,Canada,Basic,35,20,700,6,1,0,20,0,0.047619047619047616,3.8,700,13.5,1,700.0
ea288685-6401-4326-86cf-d0cbbe8562c1,43,India,Enterprise,36,120,4320,5,1,1,13,0,0.07142857142857142,3.2,4320,13.1,0,4320.0
a96237f9-c069-4359-aa71-91327417c06c,20,USA,Enterprise,9,120,1080,4,3,2,30,0,0.03225806451612903,3.0,1080,4.299999999999999,0,1080.0
6508e40b-48b3-433c-a170-c02637d5d54a,69,India,Enterprise,39,120,4680,3,5,1,51,0,0.019230769230769232,2.8,4680,13.0,1,4680.0
111f8584-0b73-46b0-804a-de659c3ffc05,22,India,Enterprise,31,120,3720,3,5,1,26,0,0.037037037037037035,2.8,3720,10.6,0,3720.0
84e697eb-3635-44f3-a753-fcb56589c46a,26,USA,Enterprise,46,120,5520,4,3,1,8,0,0.1111111111111111,3.0,5520,15.6,1,5520.0
03cc1000-2045-4d45-9a9d-4477ec941333,31,Germany,Basic,28,20,560,4,3,2,54,0,0.01818181818181818,3.0,560,10.0,0,560.0
bb93a3f4-3744-4e1a-aeea-663b916597d1,58,Germany,Basic,14,20,280,6,2,0,45,0,0.021739130434782608,3.9999999999999996,280,7.2,0,280.0
c2e3bb0b-b441-43cf-8c8b-cb19b9c13f84,36,India,Enterprise,33,120,3960,6,2,0,12,0,0.07692307692307693,3.9999999999999996,3960,12.9,0,3960.0
3baefe30-fe78-4362-ab5b-a0f342924e62,54,UK,Basic,46,20,920,3,1,0,59,0,0.016666666666666666,1.9999999999999998,920,15.299999999999999,0,920.0
0884a978-e805-46a7-9ce3-ad6e32e526a5,57,Canada,Pro,33,50,1650,5,2,3,46,1,0.02127659574468085,3.4,1650,11.8,0,825.0
ee3f7cf6-cd7f-437a-a353-30b9d74eee41,53,India,Basic,9,20,180,3,1,1,1,0,0.5,1.9999999999999998,180,3.999999999999999,1,180.0
7cd393e3-a109-4573-9ab9-742195f809af,63,USA,Pro,9,50,450,7,3,1,23,0,0.041666666666666664,4.800000000000001,450,5.999999999999999,0,450.0
f1b60d44-94ba-4b42-ab47-e06b31af2b60,25,USA,Basic,1,20,20,5,4,1,48,1,0.02040816326530612,3.8,20,2.5999999999999996,0,10.0
e29f40e1-0549-40c5-8eb6-b37feb346964,48,Germany,Basic,11,20,220,14,6,1,13,0,0.07142857142857142,9.600000000000001,220,10.100000000000001,0,220.0
90ed53bb-3d3e-4491-b7ff-c5eebe5e27a0,21,Germany,Pro,12,50,600,2,0,0,5,1,0.16666666666666666,1.2,600,4.6,0,300.0
